Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Collection URL (product.metafields.custom.collection_url),enable_best_price (product.metafields.custom.enable_best_price),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / United States,Price / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status,Video Src,Video Name,Variants,Battery Option Value,Battery Price
world-tech-toys-kevin-durrant-nba-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-35982-High-Resolution-Image-2_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
world-tech-toys-kevin-durrant-nba-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-35982-High-Resolution-Image-4_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
world-tech-toys-kevin-durrant-nba-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-35982-High-Resolution-Image-6_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
world-tech-toys-kevin-durrant-nba-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-35982-High-Resolution-Image-5_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
world-tech-toys-kevin-durrant-nba-helicopter,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-35982-High-Resolution-Image-3_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cis-land-monster-1-24-rtr-electric-rc-racing-truggy,CIS Land Monster 1:24 RTR Electric RC Racing Truggy,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Get ready to race with the CIS Land Monster 1:24 RTR Electric RC Racing Truggy! This speedy RC truggy has a pistol grip transmitter that gives you full control and features a pvc hobby style shell that is built to take whatever comes its way. Independent front suspension coupled with real rubber tires gives you the traction you need to hug the road or take those hills with ease. Ready to go out of the box with rechargeable batteries for the Land Monster, all you need is 2 AA batteries for the transmitter and you are all set. Pick up the CIS Land Monster 1:24 RTR Electric RC Racing Truggy and make your friends eat dust!</p>
<p><strong>Features:</strong></p>
<ul>
<li>Full Function Control</li>
<li>Durable PVC Body Shell</li>
<li>2.4GHz Transmitter</li>
<li>Rubber Tires</li>
<li>Working Front Suspension</li>
<li>Vehicle Battery and Charger Included</li>
<li>Factory Assembled, No Tuning Required</li>
<li>Cool Body Graphics</li>
<li>Ready To Run</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>CIS Land Monster 1:24 RTR Electric RC Racing Truggy</li>
<li>2.4GHz Transmitter</li>
<li>USB Charger</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 8.5 Inches</li>
<li>Width: 6 Inches</li>
<li>Height: 3.5 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 4 1.2V 700mAh NiCd Rechargeable Batteries <strong>(Included)</strong>
</li>
<li>Transmitter: 2 AA Batteries&nbsp;<strong>(Not Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > CIS Land Monster 1:24 RTR Electric RC...,,,True,,,,,,,CIS-K24-2,9.07,shopify,10,deny,manual,18.95,,True,True,,https://hobbytron.com/cdn/shop/files/CIS-K24-2-A_1024x.png,,,,,,,,,,New,,,,,,,,True,,,,lb,,19.95,True,True,,,,,,,active,,,"{'id': 44527179006263, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'CIS-K24-2', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'CIS Land Monster 1:24 RTR Electric RC Racing Truggy', 'public_title': None, 'options': ['Default Title'], 'price': 1995, 'weight': 907, 'compare_at_price': None, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
cis-land-monster-1-24-rtr-electric-rc-racing-truggy,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/DSC06290_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max-truck-car-mixer-27mhz-rtr-electric-rc-construction-truck,Max Truck Car Mixer RTR Electric RC Construction Truck,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Get ready to finish your construction project with this Max Truck Car Mixer&nbsp; RTR Electric RC Construction Truck. This RC construction mixer is made with a durable polymer construction and features full function controls that allow you to drive this RC truck in all directions. Simulating the construction scene has never been this fun with LED lights that are completely under your control. Just pop in 2 AA batteries for the transmitter and 4 AA batteries for the vehicle and you're ready to go. Get this awesome Max Truck Car Mixer RTR Electric RC Construction Truck today!</p>
<p><strong>Features:</strong></p>
<ul>
<li>Electric Powered</li>
<li>Durable Polymer Construction</li>
<li>Full Function Controls</li>
<li>Incredible Attention To Detail</li>
<li>Replica Construction Mixer</li>
<li>Rubber Tires</li>
<li>LED Lights</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Max Truck Car Mixer RTR Electric RC Construction Truck</li>
<li>MHz Transmitter</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 14.2 Inches</li>
<li>Width: 3.2 Inches</li>
<li>Height: 5.2 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: <a href=""/8AA-AlkalineBatteries.html"">4 AA Batteries</a> <strong>(Not Included)</strong>
</li>
<li>Transmitter: <a href=""/8AA-AlkalineBatteries.html"">2 AA Batteries</a> <strong>(Not Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Max Truck Car Mixer RTR Electric RC C...,,,True,,,,,,,DN-9070-14E,0,shopify,10,deny,manual,18.95,40,True,True,,https://hobbytron.com/cdn/shop/products/DN-9070-14E-lg_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,19.95,True,True,,,,,,,active,,,"{'id': 44527178580279, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'DN-9070-14E', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Max Truck Car Mixer RTR Electric RC Construction Truck', 'public_title': None, 'options': ['Default Title'], 'price': 1995, 'weight': 0, 'compare_at_price': 4000, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
max-truck-car-mixer-27mhz-rtr-electric-rc-construction-truck,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/DN-9070-14E-lg-02_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max-truck-car-mixer-27mhz-rtr-electric-rc-construction-truck,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/DN-9070-14E-lg-03_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
max-truck-car-mixer-27mhz-rtr-electric-rc-construction-truck,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/DN-9070-14E-md_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angry-birds-licnsed-chuck-squawk-copter-4-5-ch-2-4ghz,Angry Birds Licnsed chuck squawk-copter 4.5 CH 2.4GHz,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Get angry and take to the sky with the Angry Birds Licensed Chuck Squak-Copter 4.5CH 2.4GHz RTF RC Camera Drone! You can now fly a drone version of your favorite Angry Birds character. This awesome RC drone has a built-in picture and video camera which you can store and save data in a 2GB memory card! The body is of durable plastic and conveniently lightweight. It also has 4CH controls meaning you can fly up/down, forward/backward, strafe left/right and rotate left/right. The internal gyro means you'll always get a smooth flight. It also comes with a 2.4GHz transmitter, so radio interference won't be a problem! Enjoy recording fun fly times with friends and with the Angry Birds Licensed Chuck Squak-Copter 4.5CH 2.4GHz RTF RC Camera Drone!</p> <p><strong>Features:</strong></p> <ul>   <li>Picture and Video Camera Drone</li>   <li>2.4GHz Transmitter</li>   <li>Removable Rotor Guards</li>   <li>4.5 Channel Built-In Gyro</li>   <li>Multi-Dimensional Flight Capability</li>   <li>Durable Light Weight Body</li>   <li>Speed Control</li>   <li>Flip Stunt Modes</li>   <li>4 Main Rotors</li>   <li>Ready To Fly</li> </ul> <p><strong>Includes:</strong></p> <ul>   <li>Angry Birds Licensed Chuck Squak-Copter 4.5CH 2.4GHz RC Camera Drone</li>   <li>2.4GHz Transmitter</li>   <li>Rotor Guards</li>   <li>USB Memory Card Adapter</li>   <li>2 GB Memory Card</li>   <li>USB Charging Cable</li>   <li>4 Spare Rotor Blades</li> </ul> <p><strong>Specifications:</strong></p> <ul>   <li>Length: 12 Inches</li>   <li>Width: 12 Inches</li>   <li>Height: 2.75 Inches</li>   <li>Weight: 0.25 Pounds</li> </ul> <p><strong>Battery Requirements:</strong></p> <ul>   <li>Transmitter: <a href=""/AA-AlkalineBatteries.html"">4 AA Batteries</a> <strong>(Not Included)</strong>
</li>   <li>Camera: Requires <a href=""/MicroMemoryCard8GB.html"">Micro SD Card</a> To Record <strong>(Included)</strong>
</li> </ul> <p>The FAA requires drones that weigh more than .55 lbs to be registered. Registration of this drone is <strong>Not Required</strong> by the FAA. If you would like to register your drone anyway, you will need to go to <a href=""http://www.faa.gov/uas/registration/"">here</a>.</p>
                      </div></div>
            </div>",Hobbytron,Home > All > Angry Birds Licnsed chuck squawk-copt...,,,True,,,,,,,ZX-33793,0,shopify,10,deny,manual,47.45,100,True,True,,https://hobbytron.com/cdn/shop/products/ZX-33793-2_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,49.95,True,True,,,,,,,active,,,"{'id': 44527176057143, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-33793', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Angry Birds Licnsed chuck squawk-copter 4.5 CH 2.4GHz', 'public_title': None, 'options': ['Default Title'], 'price': 4995, 'weight': 0, 'compare_at_price': 10000, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
angry-birds-licnsed-chuck-squawk-copter-4-5-ch-2-4ghz,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-33793-1_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angry-birds-licnsed-chuck-squawk-copter-4-5-ch-2-4ghz,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-33793_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angry-birds-licnsed-chuck-squawk-copter-4-5-ch-2-4ghz,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/ZX-33793-4_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venomax-spy-drone,VENOMAX SPY DRONE with Picture and Video Camera,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Get ready for flying fun with the Trendtimes Venomax 2.4GHz 4.5CH RC Spy Drone! This awesome drone has a built-in picture and video camera which you can store and save data in a 2GB memory card! The body is of durable plastic and conveniently lightweight. It also has 4 channel controls meaning you can fly up/down, forward/backward, strafe left/right and rotate left/right. The internal gyro means you'll always get a smooth flight. It also comes with a 2.4GHz transmitter, so radio interference won't be a problem! Enjoy recording fun fly times with friends with the Trendtimes Venomax 2.4GHz 4.5CH RC Spy Drone</p>
<p><strong>Features:</strong></p>
<ul>
<li>Picture and Video Camera Drone</li>
<li>2.4GHz Transmitter</li>
<li>Removable Rotor Guards</li>
<li>4.5 Channel Built-In Gyro</li>
<li>Multi-Dimensional Flight Capability</li>
<li>Durable Lightweight Polymer Body</li>
<li>Speed Control</li>
<li>Flip Stunt Modes</li>
<li>4 Main Rotors</li>
<li>Ready To Fly!</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Trendtimes Venomax 2.4GHz 4.5CH RC Spy Drone</li>
<li>2.4GHz Transmitter</li>
<li>Rotor Guards</li>
<li>2 GB Memory Card</li>
<li>USB Charging Cable</li>
<li>4 Spare Rotors</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Flight Duration: 5.5-6.5 Minutes</li>
<li>Charging Time: 90-100 Minutes</li>
<li>Length: 12 Inches</li>
<li>Width: 9.5 Inches</li>
<li>Height: 1.5 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 3.7V 600mAh LiPo Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 4 AA Batteries <strong>(Not Included)</strong>
</li>
<li>Charger: USB Charger <strong>(Included)</strong>
</li>
</ul>
<p><img src=""https://images.hobbytron.com/ZX-33752-lg-a.jpg"" id=""bottom_gallery"" class=""bottom_gallery"" alt=""RC Drone""></p>
                      </div></div>
            </div>",Hobbytron,Home > All > VENOMAX SPY DRONE with Picture and Vi...,,,True,,,,,,,ZX-33752,0,shopify,10,deny,manual,56.95,120,True,True,,https://hobbytron.com/cdn/shop/products/Toy-Remote_f2fd0180-5f42-411d-a0c5-f12480f19cae_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,59.95,True,True,,,,,,,active,,,"{'id': 44527176646967, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-33752', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'VENOMAX SPY DRONE with Picture and Video Camera', 'public_title': None, 'options': ['Default Title'], 'price': 5995, 'weight': 0, 'compare_at_price': 12000, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
venomax-spy-drone,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/Extras_f2ff7524-a59b-48ac-a714-d524b8f3ffdb_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
venomax-spy-drone,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/products/Box_10576046-73a7-4ff4-b53b-2746156efb37_1024x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x5-space-explorer-2-4ghz-4ch-camera-rc-spy-drone,X5 Space Explorer 2.4GHz 4CH Camera RC Spy Drone,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Explore your world with the X5 Space Explorer 2.4GHz 4.5CH Camera RC Spy Drone. Snap pictures and video of your aerial adventures with the onboard camera and save them to the included 2 GB Memory Card! 3D Eversion Mode lets you perform stunts and flips with this awesome drone, and the internal gyro means your flights will always be smooth and easy. It has a 2.4GHz transmitter, so radio interference won't be a problem! Enjoy recording fun fly times with friends and with the X5 Space Explorer 2.4GHz 4.5CH Camera RC Spy Drone.</p><p><strong>Features:</strong></p><ul>    <li>Picture and Video Camera Drone</li>  <li>360° Flight with 3D Eversion Technology</li>  <li>Indoor/Outdoor Flight Capability</li>  <li>6-Axis Gyro Stabilization System</li>  <li>2.4GHz Transmitter</li>  <li>One-Key Auto Return</li>
</ul><p><strong>Includes:</strong></p><ul>    <li>X5 Space Explorer 2.4GHz 4.5CH Camera RC Spy Drone</li>  <li>2.4GHz Transmitter</li>  <li>2 GB Memory Card</li>  <li>USB Memory Card Adaptor</li>  <li>USB Charging Cable</li>  <li>2 Spare Rotor Blades</li>
</ul><p><strong>Specifications:</strong></p><ul>  <li>Flight Time: 7 Min. Average</li>  <li>Charging Time: 60 Minutes</li>   <li>Operating Range: 100 Feet</li>  <li>Length: 6 Inches</li>  <li>Width: 6.5 Inches</li>  <li>Height: 1.75 Inches</li>
</ul><p><strong>Battery Requirements:</strong></p><ul>  <li>Vehicle: 3.7V Rechargeable Battery <strong>(Included)</strong>
</li>  <li>Transmitter: 4 AA Batteries <strong>(Not Included)</strong>
</li>  <li>Charger: USB Charger <strong>(Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > X5 Space Explorer 2.4GHz 4CH Camera R...,,,True,,,,,,,ZX-X5B,0,shopify,10,deny,manual,37.95,60,True,True,,https://hobbytron.com/cdn/shop/products/x5_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,39.95,True,True,,,,,,,active,,,"{'id': 44527174549815, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'ZX-X5B', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'X5 Space Explorer 2.4GHz 4CH Camera RC Spy Drone', 'public_title': None, 'options': ['Default Title'], 'price': 3995, 'weight': 0, 'compare_at_price': 6000, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
cis-sky-pathfinder-ii-2-4ghz-4ch-rtf-rc-drone,CIS Sky Pathfinder II 2.4GHz 4CH RTF RC Camera Drone,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Explore the open skies with the CIS Sky Pathfinder II 2.4GHz 4CH RTF RC Drone. No more worrying about flying out-of-range, this cool Drone is capable of flying within a 900 foot perimeter. With its game-changing ""Headless Mode"" enabled, the Pathfinder II will move forward based on the direction the transmitter is pointing rather than the nose of the Drone itself. This makes flying more intuitive and easier to maneuver. The 360° Stunt Mode will allow you to perform insane aerial flips and rolls with the simple press of a button and flick of the joystick. Impress your friends and explore your surroundings with the CIS Sky Pathfinder II 2.4GHz 4CH RC Drone. Get yours today!</p>
<p><strong>Features:</strong></p>
<ul>
<li>6-Axis Gyro Stabilization System</li>
<li>Headless Mode</li>
<li>360° Stunt Mode</li>
<li>900 Foot Range</li>
<li>Ready-To-Fly</li>
<li>LED Lights</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>CIS Sky Pathfinder II 2.4GHz 4CH RTF RC Drone</li>
<li>2.4GHz Transmitter</li>
<li>3.7V 600mAh LiPo Rechargeable Battery</li>
<li>USB Charging Cable</li>
<li>4 Spare Rotor Blades</li>
<li>4 Rotor Guards</li>
<li>Screwdriver</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 13 Inches</li>
<li>Width: 13 Inches</li>
<li>Height: 4.6 Inches</li>
<li>Flying Weight: .25 lbs</li>
<li>Flight Durations: 7-8 Minutes</li>
<li>Charging Time: 180 Minutes</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 3.7V 600mAh LiPo Rechargeable Battery <strong>(Included)</strong>
</li>
<li>Transmitter: 6 AA Batteries <strong>(Not Included)</strong>
</li>
<li>Charger: USB Charging Cable <strong>(Included)</strong>
</li>
</ul>
<p>The FAA requires drones that weigh more than .55 lbs to be registered. Registration of this drone is <strong>Not Required</strong> by the FAA. If you would like to register your drone anyway, you will need to go to <a href=""http://www.faa.gov/uas/registration/"">here</a>.</p>
<p><br></p>
<p><img src=""https://images.hobbytron.com/CIS-085-lg-a.jpg"" width=""820"" id=""bottom_gallery"" class=""bottom_gallery"" alt=""Drone""></p>
                      </div></div>
            </div>",Hobbytron,Home > All > CIS Sky Pathfinder II 2.4GHz 4CH RTF ...,,,True,,,,,,,CIS-085,0,shopify,10,deny,manual,23.7,59.99,True,True,,https://hobbytron.com/cdn/shop/files/CIS-085-DRONE_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,24.95,True,True,,,,,,,active,,,"{'id': 44527174451511, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'CIS-085', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'CIS Sky Pathfinder II 2.4GHz 4CH RTF RC Camera Drone', 'public_title': None, 'options': ['Default Title'], 'price': 2495, 'weight': 0, 'compare_at_price': 5999, 'inventory_management': 'shopify', 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
cis-sky-pathfinder-ii-2-4ghz-4ch-rtf-rc-drone,,,,,,,,,,,,,,,,,,,,,,,,,https://hobbytron.com/cdn/shop/files/CIS-085-TRANSMITTER-CUT_1024x.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
speed-daredevil-lite-1-12-rtr-electric-rc-truck,Speed Daredevil Lite 1:12 RTR Electric RC Truck,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Do you dare to drive the Speed Daredevil Lite 1:12 RTR Electric RC Truck?! This awesome RC truck has a stylish looking hobby style body! It features full function control, full suspension and real rubber off road tires. Be a winner with the Speed Daredevil Lite 1:12 RTR Electric RC Truck!</p>
<p><strong>Features:</strong></p>
<ul>
<li>Electric Powered</li>
<li>Full Function Control</li>
<li>Hobby Style Body</li>
<li>Rubber Off Road Tires</li>
<li>Front And Rear Suspension</li>
<li>1:12 Scale</li>
<li>Ready To Run</li>
</ul>
<p><strong>Includes:</strong></p>
<ul>
<li>Speed Daredevil Lite 1:12 RTR Electric RC Truck</li>
<li>Transmitter</li>
</ul>
<p><strong>Specifications:</strong></p>
<ul>
<li>Length: 11 Inches</li>
<li>Width: 7 Inches</li>
<li>Height: 4 Inches</li>
</ul>
<p><strong>Battery Requirements:</strong></p>
<ul>
<li>Vehicle: 4 AA Batteries <strong>(Not Included)</strong>
</li>
<li>Transmitter: 9V Battery <strong> (Not Included)</strong>
</li>
</ul>
                      </div></div>
            </div>",Hobbytron,Home > All > Speed Daredevil Lite 1:12 RTR Electri...,,,True,,,,,,,zx-8807,9.07,shopify,10,deny,manual,23.7,,True,True,,https://hobbytron.com/cdn/shop/products/ZX-8807-lg_1024x.jpg,,,,,,,,,,New,,,,,,,,True,,,,lb,,24.95,True,True,,,,,,,active,,,"{'id': 44527172354359, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'zx-8807', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': True, 'name': 'Speed Daredevil Lite 1:12 RTR Electric RC Truck', 'public_title': None, 'options': ['Default Title'], 'price': 2495, 'weight': 907, 'compare_at_price': None, 'inventory_management': 'shopify', 'barcode': '', 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
tkkj-l600-optical-flow-positioning-2-4ghz-4ch-rtf-rc-camera,TKKJ L600 Optical Flow Positioning 2.4GHz 4CH RTF RC Camera,"<div class=""card""><div class=""card__header"">
                    
                  </div><div class=""card__section"">
                      <div class=""rte text--pull"">
                        <p>Enjoy some amazing airborne action with the TKKJ L600 Optical Flow Positioning 2.4GHz 4CH RTF RC Camera Drone. This drone features a foldable design to fold the arms making the drone compact to take with you on your adventures. Using the HD camera, get a birds eye view from the palm of your hands with the FPV real-time connection on your smartphone! Comes with a 2.4GHz transmitter which requires 4 AA batteries. Headless mode allows you to fly without the need to adjust the position of the drone before flying. This drone also features 360 degree eversion which allows it to do amazing stunts and flips. With everything you need for a thrilling day of flying, get the TKKJ L600 Optical Flow Positioning 2.4GHz 4CH RTF RC Camera Drone today!</p> <p><strong>Features:</strong></p> <ul>   <li>Electric Powered</li>   <li>FPV Real-Time</li>   <li>LED Lights</li>   <li>One Key Return/Take Off</li>   <li>Hovering Position</li>   <li>Median Accelerator</li>   <li>6 Axis Gyro</li>   <li>HD Camera</li>   <li>2.4GHz Transmitter</li>   <li>360 Degree Eversion</li>   <li>Headless Mode</li> </ul> <p><strong>Includes:</strong></p> <ul>   <li>TKKJ L600 Optical Flow Positioning 2.4GHz 4CH RTF RC Camera Drone</li>   <li>2.4GHz Transmitter</li>   <li>4 Spare Rotors</li>   <li>4 Rotor Guards</li>   <li>3.7V 850mAh Rechargeable Battery</li>   <li>USB  Charging Cable</li>   <li>Screwdriver</li>   <li>Screws</li>   <li>Manual</li> </ul> <p><strong>Specifications:</strong></p> <ul>   <li>Length: 14.2 Inches</li>   <li>Width: 14.2 Inches</li>   <li>Height: 3.3 Inches</li>   <li>Weight: 0.2 Lbs</li> </ul> <p><strong>Battery Requirements:</strong></p> <ul>   <li>Vehicle: 3.7V 850mAh LiPo Rechargeable Battery <strong>(Included)</strong>
</li>   <li>Transmitter: <a href=""/AA-AlkalineBatteries.html"">4 AA Batteries</a> <strong>(Not Included)</strong>
</li>   <li>Charger: USB Charging Cable <strong>(Included)</strong>
</li> </ul>
                      </div></div>
            </div>",Hobbytron,Home > All > TKKJ L600 Optical Flow Positioning 2....,,,True,,,,,,,AU-L600,0,shopify,0,deny,manual,47.45,99.99,True,True,,https://hobbytron.com/cdn/shop/files/AU-L600-A_1024x.png,,,,,,,,,,New,,,,,,,,True,,,,lb,,49.95,True,True,,,,,,,active,,,"{'id': 44527173894455, 'title': 'Default Title', 'option1': '', 'option2': None, 'option3': None, 'sku': 'AU-L600', 'requires_shipping': True, 'taxable': True, 'featured_image': None, 'available': False, 'name': 'TKKJ L600 Optical Flow Positioning 2.4GHz 4CH RTF RC Camera', 'public_title': None, 'options': ['Default Title'], 'price': 4995, 'weight': 0, 'compare_at_price': 9999, 'inventory_management': 'shopify', 'barcode': None, 'requires_selling_plan': False, 'selling_plan_allocations': []}",,
